timestamp,cond,trial,success,t_cue,t_zone,p,key
144.0,4,13,1,0,150,1500,0
112.0,4,14,1,0,150,1500,0
176.0,4,15,0,0,150,1500,0
176.0,4,16,0,0,150,1500,0
1488.0,4,17,0,0,150,1500,0
144.0,4,18,1,0,150,1500,0
96.0,4,19,1,0,150,1500,0
80.0,4,20,1,0,150,1500,0
160.0,4,21,0,0,150,1500,0
96.0,4,22,1,0,150,1500,0
96.0,4,23,1,0,150,1500,0
176.0,4,24,0,0,150,1500,0
32.0,4,25,1,0,150,1500,0
128.0,4,26,1,0,150,1500,0
96.0,4,27,1,0,150,1500,0
16.0,4,28,1,0,150,1500,0
176.0,4,29,0,0,150,1500,0
48.0,4,30,1,0,150,1500,0
160.0,4,31,0,0,150,1500,0
144.0,4,32,1,0,150,1500,0
96.0,4,33,1,0,150,1500,0
16.0,4,34,1,0,150,1500,0
16.0,4,35,1,0,150,1500,0
1440.0,4,1,0,0,150,1500,1
16.0,4,2,1,0,150,1500,1
144.0,4,3,1,0,150,1500,1
112.0,4,4,1,0,150,1500,1
1488.0,4,5,0,0,150,1500,1
160.0,4,6,0,0,150,1500,1
160.0,4,7,0,0,150,1500,1
112.0,4,8,1,0,150,1500,1
64.0,4,9,1,0,150,1500,1
144.0,4,10,1,0,150,1500,1
160.0,4,11,0,0,150,1500,1
1440.0,4,12,0,0,150,1500,1
112.0,4,13,1,0,150,1500,1
1440.0,4,14,0,0,150,1500,1
176.0,4,15,0,0,150,1500,1
128.0,4,16,1,0,150,1500,1
160.0,4,17,0,0,150,1500,1
96.0,4,18,1,0,150,1500,1
96.0,4,19,1,0,150,1500,1
144.0,4,20,1,0,150,1500,1
144.0,4,21,1,0,150,1500,1
128.0,4,22,1,0,150,1500,1
64.0,4,23,1,0,150,1500,1
112.0,4,24,1,0,150,1500,1
144.0,4,25,1,0,150,1500,1
144.0,4,26,1,0,150,1500,1
160.0,4,27,0,0,150,1500,1
0.0,4,28,1,0,150,1500,1
16.0,4,29,1,0,150,1500,1
176.0,4,30,0,0,150,1500,1
176.0,4,31,0,0,150,1500,1
32.0,4,32,1,0,150,1500,1
96.0,4,33,1,0,150,1500,1
0.0,4,34,1,0,150,1500,1
160.0,4,35,0,0,150,1500,1
48.0,3,1,1,0,80,1500,0
1488.0,3,2,0,0,80,1500,0
176.0,3,3,0,0,80,1500,0
176.0,3,4,0,0,80,1500,0
0.0,3,5,1,0,80,1500,0
1472.0,3,6,0,0,80,1500,0
1472.0,3,7,0,0,80,1500,0
0.0,3,8,1,0,80,1500,0
128.0,3,9,0,0,80,1500,0
1456.0,3,10,0,0,80,1500,0
1488.0,3,11,0,0,80,1500,0
32.0,3,12,1,0,80,1500,0
32.0,3,13,1,0,80,1500,0
192.0,3,14,0,0,80,1500,0
16.0,3,15,1,0,80,1500,0
16.0,3,16,1,0,80,1500,0
0.0,3,17,1,0,80,1500,0
16.0,3,18,1,0,80,1500,0
48.0,3,19,1,0,80,1500,0
176.0,3,20,0,0,80,1500,0
1408.0,3,21,0,0,80,1500,0
1440.0,3,22,0,0,80,1500,0
64.0,3,23,1,0,80,1500,0
1472.0,3,24,0,0,80,1500,0
128.0,3,25,0,0,80,1500,0
1440.0,3,26,0,0,80,1500,0
1440.0,3,27,0,0,80,1500,0
1488.0,3,28,0,0,80,1500,0
48.0,3,29,1,0,80,1500,0
112.0,3,30,0,0,80,1500,0
64.0,3,31,1,0,80,1500,0
128.0,3,32,0,0,80,1500,0
1440.0,3,33,0,0,80,1500,0
80.0,3,34,0,0,80,1500,0
32.0,3,35,1,0,80,1500,0
1440.0,3,1,0,0,80,1500,1
1360.0,3,2,0,0,80,1500,1
96.0,3,3,0,0,80,1500,1
80.0,3,4,0,0,80,1500,1
1408.0,3,5,0,0,80,1500,1
1344.0,3,6,0,0,80,1500,1
1472.0,3,7,0,0,80,1500,1
16.0,3,8,1,0,80,1500,1
64.0,3,9,1,0,80,1500,1
80.0,3,10,0,0,80,1500,1
1440.0,3,11,0,0,80,1500,1
64.0,3,12,1,0,80,1500,1
96.0,3,13,0,0,80,1500,1
1424.0,3,14,0,0,80,1500,1
0.0,3,15,1,0,80,1500,1
64.0,3,16,1,0,80,1500,1
32.0,3,17,1,0,80,1500,1
160.0,3,18,0,0,80,1500,1
96.0,3,19,0,0,80,1500,1
1456.0,3,20,0,0,80,1500,1
160.0,3,21,0,0,80,1500,1
96.0,3,22,0,0,80,1500,1
80.0,3,23,0,0,80,1500,1
1392.0,3,24,0,0,80,1500,1
1488.0,3,25,0,0,80,1500,1
16.0,3,26,1,0,80,1500,1
96.0,3,27,0,0,80,1500,1
16.0,3,28,1,0,80,1500,1
80.0,3,29,0,0,80,1500,1
176.0,3,30,0,0,80,1500,1
1440.0,3,31,0,0,80,1500,1
48.0,3,32,1,0,80,1500,1
80.0,3,33,0,0,80,1500,1
0.0,3,34,1,0,80,1500,1
144.0,3,35,0,0,80,1500,1
92.0,8,1,1,100,150,1500,0
92.0,8,2,1,100,150,1500,0
76.0,8,3,1,100,150,1500,0
92.0,8,4,1,100,150,1500,0
92.0,8,5,1,100,150,1500,0
92.0,8,6,1,100,150,1500,0
108.0,8,7,1,100,150,1500,0
92.0,8,8,1,100,150,1500,0
92.0,8,9,1,100,150,1500,0
92.0,8,10,1,100,150,1500,0
92.0,8,11,1,100,150,1500,0
108.0,8,12,1,100,150,1500,0
108.0,8,13,1,100,150,1500,0
92.0,8,14,1,100,150,1500,0
92.0,8,15,1,100,150,1500,0
108.0,8,16,1,100,150,1500,0
92.0,8,17,1,100,150,1500,0
108.0,8,18,1,100,150,1500,0
92.0,8,19,1,100,150,1500,0
108.0,8,20,1,100,150,1500,0
92.0,8,21,1,100,150,1500,0
60.0,8,22,1,100,150,1500,0
92.0,8,23,1,100,150,1500,0
92.0,8,24,1,100,150,1500,0
108.0,8,25,1,100,150,1500,0
76.0,8,26,1,100,150,1500,0
92.0,8,27,1,100,150,1500,0
108.0,8,28,1,100,150,1500,0
124.0,8,29,1,100,150,1500,0
108.0,8,30,1,100,150,1500,0
108.0,8,31,1,100,150,1500,0
108.0,8,32,1,100,150,1500,0
124.0,8,33,1,100,150,1500,0
92.0,8,34,1,100,150,1500,0
92.0,8,35,1,100,150,1500,0
92.0,8,1,1,100,150,1500,1
108.0,8,2,1,100,150,1500,1
108.0,8,3,1,100,150,1500,1
108.0,8,4,1,100,150,1500,1
76.0,8,5,1,100,150,1500,1
76.0,8,6,1,100,150,1500,1
92.0,8,7,1,100,150,1500,1
92.0,8,8,1,100,150,1500,1
76.0,8,9,1,100,150,1500,1
108.0,8,10,1,100,150,1500,1
92.0,8,11,1,100,150,1500,1
140.0,8,12,1,100,150,1500,1
92.0,8,13,1,100,150,1500,1
108.0,8,14,1,100,150,1500,1
108.0,8,15,1,100,150,1500,1
92.0,8,16,1,100,150,1500,1
108.0,8,17,1,100,150,1500,1
76.0,8,18,1,100,150,1500,1
92.0,8,19,1,100,150,1500,1
76.0,8,20,1,100,150,1500,1
92.0,8,21,1,100,150,1500,1
124.0,8,22,1,100,150,1500,1
76.0,8,23,1,100,150,1500,1
108.0,8,24,1,100,150,1500,1
92.0,8,25,1,100,150,1500,1
108.0,8,26,1,100,150,1500,1
108.0,8,27,1,100,150,1500,1
108.0,8,28,1,100,150,1500,1
92.0,8,29,1,100,150,1500,1
76.0,8,30,1,100,150,1500,1
108.0,8,31,1,100,150,1500,1
108.0,8,32,1,100,150,1500,1
108.0,8,33,1,100,150,1500,1
108.0,8,34,1,100,150,1500,1
92.0,8,35,1,100,150,1500,1
44.0,5,1,1,100,80,1000,0
44.0,5,2,1,100,80,1000,0
60.0,5,3,1,100,80,1000,0
92.0,5,4,0,100,80,1000,0
60.0,5,5,1,100,80,1000,0
60.0,5,6,1,100,80,1000,0
60.0,5,7,1,100,80,1000,0
12.0,5,8,1,100,80,1000,0
12.0,5,9,1,100,80,1000,0
76.0,5,10,0,100,80,1000,0
44.0,5,11,1,100,80,1000,0
76.0,5,12,0,100,80,1000,0
60.0,5,13,1,100,80,1000,0
12.0,5,14,1,100,80,1000,0
92.0,5,15,0,100,80,1000,0
44.0,5,16,1,100,80,1000,0
60.0,5,17,1,100,80,1000,0
44.0,5,18,1,100,80,1000,0
76.0,5,19,0,100,80,1000,0
60.0,5,20,1,100,80,1000,0
76.0,5,21,0,100,80,1000,0
76.0,5,22,0,100,80,1000,0
28.0,5,23,1,100,80,1000,0
-36.0,5,24,0,100,80,1000,0
92.0,5,25,0,100,80,1000,0
60.0,5,26,1,100,80,1000,0
12.0,5,27,1,100,80,1000,0
60.0,5,28,1,100,80,1000,0
92.0,5,29,0,100,80,1000,0
92.0,5,30,0,100,80,1000,0
-4.0,5,31,1,100,80,1000,0
60.0,5,32,1,100,80,1000,0
108.0,5,33,0,100,80,1000,0
-20.0,5,34,0,100,80,1000,0
-4.0,5,35,1,100,80,1000,0
76.0,5,1,0,100,80,1000,1
28.0,5,2,1,100,80,1000,1
-4.0,5,3,1,100,80,1000,1
76.0,5,4,0,100,80,1000,1
60.0,5,5,1,100,80,1000,1
60.0,5,6,1,100,80,1000,1
60.0,5,7,1,100,80,1000,1
44.0,5,8,1,100,80,1000,1
-36.0,5,9,0,100,80,1000,1
92.0,5,10,0,100,80,1000,1
28.0,5,11,1,100,80,1000,1
44.0,5,12,1,100,80,1000,1
76.0,5,13,0,100,80,1000,1
108.0,5,14,0,100,80,1000,1
-52.0,5,15,0,100,80,1000,1
60.0,5,16,1,100,80,1000,1
60.0,5,17,1,100,80,1000,1
-20.0,5,18,0,100,80,1000,1
92.0,5,19,0,100,80,1000,1
60.0,5,20,1,100,80,1000,1
76.0,5,21,0,100,80,1000,1
92.0,5,22,0,100,80,1000,1
76.0,5,23,0,100,80,1000,1
-68.0,5,24,0,100,80,1000,1
76.0,5,25,0,100,80,1000,1
92.0,5,26,0,100,80,1000,1
44.0,5,27,1,100,80,1000,1
860.0,5,28,0,100,80,1000,1
76.0,5,29,0,100,80,1000,1
12.0,5,30,1,100,80,1000,1
-4.0,5,31,1,100,80,1000,1
60.0,5,32,1,100,80,1000,1
92.0,5,33,0,100,80,1000,1
76.0,5,34,0,100,80,1000,1
44.0,5,35,1,100,80,1000,1
